User_ID,Model_Used,Likes,Dislikes,Donations ($),Time_Spent (min),Conversion_Rate (%),Recommendation_Accuracy (%),Engagement_(min/session),user_age,user_cuisine,sex
397,1,17,9,0.0,168,0.0,63.96,15.27,46,Mexican,Male
398,1,15,2,3.33,83,7.84,68.42,8.3,43,Japanese,Male
399,2,18,7,0.0,71,0.0,63.9,11.83,18,Mexican,Male
400,2,18,10,2.02,94,5.09,63.94,8.55,9,Greek,Female
401,2,14,4,0.0,108,0.0,71.44,21.6,22,Indian,Male
402,1,17,3,0.0,65,0.0,69.04,8.12,78,Chinese,Female
403,2,16,6,2.06,92,13.36,88.31,7.08,79,Chinese,Male
404,1,10,10,0.0,123,0.0,70.49,8.2,30,American,Male
405,2,11,7,16.46,154,12.68,84.23,22.0,33,French,Male
406,1,15,8,4.63,95,10.73,70.06,8.64,90,French,Male
407,1,13,7,0.0,170,0.0,78.5,13.08,20,Spanish,Female
408,0,11,3,0.0,75,0.0,68.78,8.33,20,Indian,Male
409,1,16,7,0.0,130,0.0,74.17,13.0,97,American,Female
410,0,17,9,0.0,96,0.0,61.5,10.67,78,Mexican,Female
411,2,14,10,0.0,96,0.0,88.35,10.67,25,Mexican,Male
412,2,15,1,0.0,117,0.0,72.74,8.36,96,Indian,Male
413,1,5,6,0.0,179,0.0,82.52,12.79,9,Chinese,Female
414,1,19,9,0.0,124,0.0,79.4,8.27,26,Greek,Female
415,0,12,2,0.0,171,0.0,83.35,14.25,55,Mexican,Male
416,0,13,8,0.0,71,0.0,74.5,11.83,39,French,Female
417,1,9,2,0.11,173,14.91,61.5,21.62,68,Chinese,Female
418,0,19,10,0.0,111,0.0,63.37,15.86,37,Indian,Male
419,1,8,7,0.0,77,0.0,64.4,8.56,37,Greek,Female
420,1,10,8,9.46,100,11.29,82.15,20.0,33,Mexican,Female
421,1,5,5,5.01,80,12.03,88.76,8.89,33,American,Female
422,1,5,7,0.0,145,0.0,86.11,20.71,89,Japanese,Male
423,1,20,7,0.0,120,0.0,84.95,24.0,34,Italian,Female
424,0,20,9,3.91,159,5.21,79.43,11.36,52,Chinese,Female
425,2,13,6,0.0,101,0.0,84.45,11.22,55,Spanish,Male
426,1,20,8,0.0,73,0.0,74.65,7.3,13,Japanese,Male
427,1,7,5,12.01,103,9.12,75.96,6.87,26,Mexican,Female
428,1,17,9,4.37,60,13.29,70.7,5.0,36,Greek,Male
429,1,17,5,0.0,65,0.0,67.99,8.12,40,Indian,Female
430,1,16,5,0.0,161,0.0,63.22,11.5,80,American,Male
431,2,19,9,16.81,91,13.14,81.83,7.58,76,Thai,Female
432,1,18,8,0.0,138,0.0,69.91,12.55,26,Chinese,Female
433,1,13,7,13.37,172,10.05,84.07,28.67,77,Thai,Male
434,0,20,5,0.0,180,0.0,86.6,22.5,22,Indian,Female
435,0,9,4,8.24,101,13.42,73.39,9.18,96,Spanish,Male
436,2,15,3,0.0,60,0.0,83.83,6.0,58,Chinese,Female
437,2,18,5,8.29,91,7.14,84.28,7.58,3,Italian,Male
438,1,11,1,0.0,177,0.0,78.87,11.8,74,Thai,Male
439,2,9,5,0.0,148,0.0,89.13,9.87,32,Italian,Male
440,2,19,2,0.0,142,0.0,70.63,20.29,94,Mexican,Male
441,1,13,3,0.0,106,0.0,75.38,13.25,15,Japanese,Male
442,2,15,4,10.39,104,9.37,89.43,9.45,14,Chinese,Male
443,1,14,10,1.5,77,6.49,77.37,5.13,96,Spanish,Female
444,0,19,4,0.0,168,0.0,78.33,24.0,64,French,Female
445,0,10,6,0.0,105,0.0,85.4,7.0,43,Japanese,Female
446,0,5,4,0.0,87,0.0,63.87,17.4,21,Greek,Female
447,2,10,6,15.5,123,8.62,77.69,8.79,63,Indian,Female
448,1,8,2,3.23,138,11.91,66.56,27.6,52,French,Female
449,0,7,5,0.0,97,0.0,78.84,10.78,1,Greek,Male
450,1,7,5,0.0,166,0.0,78.35,23.71,78,Indian,Male
451,1,7,3,0.0,67,0.0,86.09,7.44,3,Spanish,Male
452,0,18,3,16.39,104,10.7,81.22,20.8,10,Greek,Male
453,2,12,9,0.0,138,0.0,87.29,10.62,6,Japanese,Female
454,1,17,9,0.0,150,0.0,65.23,12.5,33,Japanese,Female
455,0,15,5,1.74,61,12.84,86.16,4.07,12,Japanese,Female
456,1,15,6,14.78,142,9.34,76.58,15.78,87,Chinese,Male
457,1,15,8,0.0,93,0.0,87.22,6.64,61,Chinese,Female
458,2,11,6,0.0,106,0.0,68.55,11.78,75,American,Female
459,1,10,4,0.0,125,0.0,75.95,10.42,37,Mexican,Male
460,2,9,10,0.0,177,0.0,73.68,19.67,27,Chinese,Female
461,0,5,4,0.0,113,0.0,83.24,10.27,21,Indian,Female
462,1,19,4,6.42,117,9.73,74.28,13.0,100,Chinese,Female
463,2,13,7,13.56,96,13.28,65.78,12.0,23,Italian,Female
464,2,14,8,0.0,82,0.0,89.2,7.45,62,Japanese,Female
465,0,20,9,0.0,177,0.0,73.0,16.09,67,Mexican,Male
466,0,6,7,0.0,100,0.0,79.44,7.69,91,Spanish,Female
467,0,17,10,19.58,81,7.73,84.6,10.12,89,Japanese,Male
468,0,18,1,0.0,120,0.0,73.48,9.23,82,Japanese,Male
469,1,6,1,0.0,79,0.0,71.0,15.8,74,Mexican,Male
470,0,20,4,8.86,145,14.94,85.46,29.0,32,Spanish,Male
471,0,20,2,18.42,175,6.78,76.58,13.46,92,Indian,Male
472,2,16,9,0.0,119,0.0,76.15,23.8,93,Thai,Male
473,0,20,7,0.0,132,0.0,85.38,22.0,98,Greek,Female
474,1,6,10,7.72,179,5.48,87.3,16.27,6,Greek,Female
475,0,14,10,0.0,97,0.0,63.44,6.47,18,Mexican,Male
476,2,14,9,0.0,155,0.0,80.82,14.09,100,Chinese,Female
477,2,8,2,0.0,137,0.0,83.56,27.4,52,American,Male
478,0,17,5,9.12,70,12.69,70.86,4.67,49,Mexican,Male
479,0,8,6,0.0,124,0.0,87.61,12.4,53,Japanese,Female
480,0,8,8,0.0,78,0.0,67.46,5.57,45,Indian,Male
481,1,12,10,5.58,142,9.14,67.24,9.47,29,American,Female
482,2,9,3,0.0,107,0.0,62.57,13.38,32,Italian,Male
483,1,14,8,0.0,179,0.0,61.44,29.83,65,French,Female
484,1,8,1,0.0,170,0.0,72.73,17.0,87,American,Male
485,2,20,7,1.23,164,8.64,86.57,16.4,40,Spanish,Male
486,1,19,8,0.0,176,0.0,76.31,12.57,94,Greek,Female
487,2,9,1,0.0,161,0.0,66.14,11.5,71,Spanish,Male
488,2,13,2,0.0,82,0.0,84.28,6.31,58,Spanish,Female
489,1,13,4,0.0,130,0.0,66.47,16.25,32,American,Female
490,0,6,1,0.0,103,0.0,65.16,17.17,73,French,Male
491,1,16,5,0.0,171,0.0,88.24,34.2,16,Italian,Female
492,0,11,7,0.0,134,0.0,67.79,9.57,24,Japanese,Female
493,0,18,6,0.0,82,0.0,89.09,13.67,8,Italian,Male
494,2,15,1,0.0,69,0.0,60.09,6.9,73,Chinese,Female
495,0,19,1,8.73,92,12.87,82.12,10.22,16,Italian,Female
496,2,6,4,0.0,129,0.0,73.62,8.6,17,Italian,Male
497,0,8,7,16.85,139,14.3,87.65,23.17,63,Chinese,Male
498,2,6,5,0.0,107,0.0,67.17,11.89,92,Indian,Male
499,0,14,1,1.35,143,9.26,87.36,14.3,22,Mexican,Female
500,0,17,1,0.0,125,0.0,88.1,20.83,75,French,Male
501,1,8,5,0.0,71,0.0,87.92,7.1,57,French,Female
502,0,13,6,6.56,115,11.66,73.86,9.58,75,Spanish,Female
503,2,10,7,15.72,160,6.56,81.46,12.31,54,Mexican,Male
504,1,6,10,0.0,172,0.0,86.7,12.29,16,American,Female
505,2,16,6,9.14,163,5.48,65.38,10.87,47,Thai,Male
506,2,13,1,0.0,74,0.0,81.99,9.25,45,Spanish,Male
507,0,16,7,0.0,113,0.0,65.73,7.53,93,Greek,Male
508,1,12,5,15.05,103,14.12,63.35,10.3,12,French,Male
509,0,20,2,0.0,128,0.0,63.19,14.22,22,Spanish,Male
510,1,7,5,10.95,172,7.83,76.13,21.5,38,Greek,Female
511,1,20,1,0.0,150,0.0,60.24,15.0,71,Greek,Female
512,1,13,7,0.0,129,0.0,63.66,21.5,15,Chinese,Male
513,0,8,8,0.0,87,0.0,61.6,5.8,28,Indian,Male
514,0,7,8,0.0,102,0.0,76.72,11.33,8,Greek,Female
515,1,6,4,4.91,83,5.76,79.17,7.55,94,French,Female
516,1,15,5,6.27,118,14.29,76.57,13.11,39,Chinese,Male
517,2,18,7,0.0,143,0.0,64.83,17.88,81,Mexican,Male
518,2,11,8,0.0,88,0.0,65.3,7.33,50,Indian,Female
519,1,9,6,5.36,169,7.67,66.18,24.14,57,Thai,Male
520,2,12,8,0.0,174,0.0,76.93,21.75,3,Japanese,Female
521,1,12,8,0.0,101,0.0,62.91,12.62,18,Greek,Male
522,1,13,3,3.71,174,13.36,64.86,24.86,21,Thai,Female
523,2,12,6,15.98,96,10.18,81.97,9.6,12,French,Male
524,1,16,10,0.0,135,0.0,72.47,19.29,34,Chinese,Male
525,1,17,3,0.0,131,0.0,83.41,9.36,92,Mexican,Male
526,1,14,3,4.92,124,7.55,67.88,24.8,9,Japanese,Male
527,0,9,9,0.0,149,0.0,78.58,12.42,92,Chinese,Male
528,1,10,6,0.0,116,0.0,66.0,10.55,17,Italian,Male
529,1,12,3,0.0,87,0.0,89.78,17.4,56,French,Female
530,1,13,3,0.0,146,0.0,83.11,14.6,98,Spanish,Female
531,2,13,4,0.0,79,0.0,81.31,15.8,77,American,Female
532,1,9,4,0.0,85,0.0,80.98,9.44,62,Japanese,Female
533,2,12,10,14.42,83,14.24,73.27,6.92,54,Japanese,Male
534,2,7,3,0.0,127,0.0,62.32,21.17,35,American,Male
535,1,16,2,0.0,87,0.0,82.84,17.4,43,Indian,Female
536,2,11,4,0.0,166,0.0,69.86,16.6,41,American,Male
537,0,11,7,0.0,139,0.0,86.24,27.8,97,Mexican,Female
538,1,20,8,0.0,174,0.0,72.71,34.8,73,Japanese,Male
539,2,11,9,0.0,107,0.0,69.19,8.92,47,Thai,Male
540,2,11,1,0.0,111,0.0,72.63,13.88,45,Japanese,Male
541,1,16,6,19.02,131,13.74,60.23,18.71,25,Greek,Female
542,1,17,5,0.0,68,0.0,72.25,11.33,58,Spanish,Male
543,1,17,3,15.7,118,10.7,86.78,13.11,92,American,Male
544,1,11,4,17.18,84,14.14,65.69,14.0,99,Greek,Female
545,2,8,8,0.0,87,0.0,65.59,5.8,9,Japanese,Female
546,0,11,3,0.0,167,0.0,89.37,12.85,21,Chinese,Female
547,1,5,10,12.34,144,5.61,85.26,28.8,20,Italian,Male
548,0,17,6,0.0,123,0.0,82.45,9.46,87,Thai,Female
549,1,9,8,0.54,82,8.55,68.55,5.47,64,Greek,Female
550,2,6,1,11.74,95,5.93,72.95,11.88,65,Mexican,Female
551,2,16,5,0.0,121,0.0,67.21,17.29,41,American,Female
552,0,7,10,1.4,68,5.45,71.65,6.18,18,Italian,Female
553,1,15,6,0.0,134,0.0,70.49,8.93,49,American,Male
554,1,17,10,0.0,149,0.0,73.98,10.64,63,Japanese,Female
555,2,6,3,0.0,140,0.0,77.71,23.33,75,American,Female
556,1,17,4,5.12,125,9.03,76.61,13.89,9,Italian,Female
557,0,16,5,0.0,72,0.0,84.55,5.14,35,Japanese,Male
558,2,6,2,11.04,144,9.91,74.78,16.0,9,American,Male
559,2,8,5,0.0,78,0.0,62.98,11.14,18,Spanish,Female
560,1,18,3,0.0,152,0.0,86.15,30.4,71,Thai,Male
561,2,9,8,0.0,127,0.0,71.48,18.14,87,Indian,Female
562,1,18,7,0.0,97,0.0,61.19,12.12,60,Mexican,Female
563,2,14,8,0.0,138,0.0,79.31,9.2,36,Greek,Male
564,2,10,9,0.0,115,0.0,75.46,19.17,25,Japanese,Female
565,1,14,5,0.0,105,0.0,76.77,9.55,80,American,Female
566,0,16,4,0.0,148,0.0,68.38,14.8,85,Japanese,Female
567,1,7,6,0.0,132,0.0,62.91,11.0,87,Mexican,Female
568,2,7,6,0.0,76,0.0,85.06,12.67,94,Mexican,Female
569,1,5,6,0.0,93,0.0,67.95,11.62,91,Chinese,Female
570,2,20,5,0.0,154,0.0,81.67,25.67,67,Italian,Male
571,2,17,2,0.0,164,0.0,75.16,27.33,50,Spanish,Male
572,2,20,4,0.0,107,0.0,70.34,8.23,60,Chinese,Male
573,1,6,3,0.0,68,0.0,73.29,13.6,60,Mexican,Male
574,0,11,7,0.0,175,0.0,68.17,19.44,91,Japanese,Male
575,2,19,6,0.0,176,0.0,63.51,25.14,97,American,Male
576,2,18,4,1.32,104,13.55,61.61,6.93,74,Chinese,Female
577,0,7,7,0.0,77,0.0,68.45,7.7,39,Chinese,Female
578,2,16,10,0.0,77,0.0,65.02,5.5,4,Thai,Male
579,0,20,9,0.0,126,0.0,87.95,25.2,11,Indian,Male
580,1,13,2,0.0,130,0.0,85.74,8.67,74,American,Male
581,1,18,3,0.0,161,0.0,79.11,14.64,45,Spanish,Male
582,0,19,3,0.0,60,0.0,84.75,4.29,25,Spanish,Female
583,0,17,2,0.0,156,0.0,70.59,10.4,55,French,Female
584,2,6,5,0.0,68,0.0,82.21,4.86,88,Chinese,Female
585,1,8,2,0.0,149,0.0,83.6,29.8,44,French,Female
586,1,16,9,0.0,95,0.0,85.14,7.92,26,Italian,Male
587,2,8,3,8.77,177,13.18,71.15,13.62,19,French,Male
588,1,5,7,0.0,124,0.0,86.2,17.71,68,Italian,Female
589,0,11,6,0.31,80,8.6,87.18,8.0,4,American,Female
590,1,11,2,6.32,142,13.72,71.46,14.2,76,Chinese,Female
591,1,19,5,0.0,149,0.0,87.39,13.55,50,Mexican,Male
592,0,15,6,0.0,160,0.0,69.62,10.67,65,Thai,Male
593,2,7,9,0.0,67,0.0,82.7,7.44,49,Japanese,Female
594,2,8,3,6.42,149,14.05,68.32,16.56,96,Chinese,Female
595,0,19,5,0.0,179,0.0,69.93,25.57,14,Italian,Female
596,0,14,7,0.0,93,0.0,73.71,10.33,75,Thai,Male
597,1,9,5,0.0,107,0.0,69.9,8.92,36,French,Male
598,0,10,3,0.0,140,0.0,70.28,15.56,76,Spanish,Male
599,1,18,9,1.7,75,6.67,67.26,5.36,46,Indian,Female
600,1,5,9,0.0,110,0.0,74.62,22.0,90,French,Male
601,0,14,6,9.72,107,5.89,71.87,11.89,39,Italian,Female
602,2,6,2,8.85,95,10.46,68.52,13.57,63,American,Male
603,1,6,4,0.0,156,0.0,72.55,31.2,75,Greek,Female
604,2,16,9,0.0,112,0.0,69.2,8.0,70,Mexican,Female
605,1,14,2,0.0,147,0.0,64.62,29.4,23,Chinese,Male
606,1,11,3,0.0,161,0.0,89.41,32.2,56,American,Male
607,0,15,6,7.59,83,12.37,64.39,7.55,23,Greek,Male
608,0,12,2,0.0,62,0.0,89.94,7.75,49,Italian,Female
609,1,13,9,0.0,176,0.0,60.93,25.14,90,American,Female
610,1,14,7,0.0,123,0.0,69.46,11.18,96,Indian,Female
611,2,15,1,11.06,102,7.89,77.57,17.0,51,Indian,Male
612,1,8,6,1.62,86,11.17,71.17,7.82,84,Mexican,Male
613,1,6,3,17.95,122,9.89,79.77,11.09,9,Greek,Female
614,1,12,6,0.0,81,0.0,70.42,5.4,19,Mexican,Female
615,0,11,4,0.0,148,0.0,75.79,11.38,23,Spanish,Male
616,1,7,3,0.0,148,0.0,72.38,11.38,95,Spanish,Male
617,2,15,1,0.0,107,0.0,60.27,10.7,80,French,Female
618,1,16,1,0.0,65,0.0,81.87,10.83,4,Indian,Female
619,0,19,10,0.0,112,0.0,69.86,10.18,56,Spanish,Female
620,1,7,6,5.14,77,7.8,78.4,8.56,36,Spanish,Male
621,0,13,5,0.0,115,0.0,89.2,8.21,43,Greek,Male
622,2,9,7,0.0,118,0.0,86.18,23.6,100,French,Female
623,0,12,4,0.0,135,0.0,64.66,15.0,84,French,Female
624,1,7,6,0.0,146,0.0,70.65,24.33,92,Japanese,Male
625,1,12,10,0.0,110,0.0,63.59,12.22,86,French,Male
626,1,11,8,0.0,85,0.0,69.4,9.44,81,Mexican,Female
627,2,10,3,0.0,122,0.0,83.46,10.17,5,Greek,Female
628,1,14,2,0.0,141,0.0,71.74,10.85,32,Spanish,Male
629,0,7,4,0.0,92,0.0,65.41,9.2,4,Italian,Female
630,0,16,4,15.02,113,6.74,71.07,8.69,41,Mexican,Male
631,1,7,2,0.0,174,0.0,70.08,11.6,26,American,Female
632,0,7,9,0.0,164,0.0,63.7,32.8,46,Indian,Male
633,0,10,10,0.56,174,12.53,80.22,24.86,51,Indian,Female
634,0,16,6,0.0,105,0.0,69.93,7.0,48,Japanese,Male
635,1,15,7,14.93,155,10.78,88.7,15.5,99,Mexican,Male
636,1,6,2,0.0,74,0.0,87.13,4.93,55,Mexican,Male
637,1,11,8,0.0,173,0.0,81.29,11.53,58,Mexican,Female
638,1,5,2,0.0,122,0.0,77.98,20.33,91,Greek,Female
639,0,20,7,0.59,86,8.5,75.62,14.33,1,Indian,Male
640,0,13,1,0.0,64,0.0,78.88,4.57,43,French,Male
641,1,15,6,0.0,106,0.0,63.22,17.67,13,American,Female
642,1,11,10,0.0,102,0.0,68.93,11.33,14,Italian,Female
643,0,6,6,0.0,123,0.0,82.38,8.79,69,Mexican,Female
644,0,11,4,12.05,64,11.26,71.84,9.14,59,Indian,Female
645,1,11,3,0.0,118,0.0,85.16,8.43,16,American,Female
646,2,16,10,0.0,141,0.0,89.9,28.2,47,American,Male
647,0,17,1,6.72,114,13.41,67.59,9.5,25,Japanese,Male
648,2,5,5,0.0,150,0.0,75.74,11.54,63,French,Female
649,0,12,2,0.0,176,0.0,68.25,25.14,20,Indian,Female
650,2,11,4,0.0,167,0.0,68.7,20.88,8,Chinese,Female
651,0,14,10,19.7,135,5.95,73.7,27.0,57,Spanish,Male
652,0,14,1,2.58,83,8.28,62.29,5.53,35,Mexican,Male
653,2,9,3,0.0,177,0.0,83.03,16.09,97,Greek,Male
654,0,6,4,4.85,162,10.79,87.78,27.0,81,Italian,Female
655,1,15,7,0.0,123,0.0,61.36,8.2,61,Greek,Male
656,0,17,5,17.8,131,12.72,60.71,18.71,78,Indian,Female
657,2,9,8,7.74,166,5.02,81.43,20.75,69,American,Male
658,2,17,1,5.23,75,11.07,81.97,6.82,52,Thai,Female
659,0,11,4,10.37,175,7.68,65.61,13.46,94,Thai,Male
660,2,15,7,0.0,72,0.0,79.71,8.0,41,Mexican,Male
661,2,18,2,7.23,160,14.83,82.46,14.55,50,Spanish,Male
662,2,17,10,0.0,132,0.0,77.44,13.2,33,Italian,Male
663,0,9,1,0.0,127,0.0,76.78,9.07,37,French,Male
664,1,8,9,0.0,84,0.0,60.79,10.5,6,Greek,Female
665,1,12,4,0.0,103,0.0,73.05,20.6,92,French,Male
666,0,15,7,7.12,67,7.53,87.45,11.17,97,Greek,Female
667,0,17,8,9.6,160,9.08,71.75,10.67,91,Japanese,Female
668,2,10,4,8.09,72,11.87,62.2,12.0,88,Thai,Female
669,0,19,6,0.0,155,0.0,86.44,25.83,71,American,Female
670,2,12,7,0.0,120,0.0,60.31,8.57,16,Italian,Female
671,1,9,9,6.17,137,12.43,63.25,11.42,89,American,Male
672,2,18,8,0.0,154,0.0,75.28,10.27,5,Mexican,Male
673,2,8,7,0.0,77,0.0,79.41,6.42,7,Thai,Female
674,2,17,6,11.56,167,7.9,63.08,18.56,57,Spanish,Male
675,0,15,5,16.06,125,6.22,89.41,8.33,92,Greek,Female
676,1,14,6,19.61,125,10.49,71.31,9.62,85,Indian,Female
677,1,12,5,0.0,166,0.0,85.63,11.86,29,Thai,Female
678,1,10,5,0.0,139,0.0,78.83,10.69,75,Greek,Female
679,0,14,3,0.0,168,0.0,73.45,24.0,73,Greek,Male
680,2,7,9,0.0,93,0.0,86.86,9.3,1,Greek,Male
681,0,17,3,0.0,65,0.0,65.69,7.22,8,Thai,Male
682,0,6,9,0.0,76,0.0,63.19,5.85,96,Japanese,Female
683,2,17,1,0.0,175,0.0,62.95,15.91,88,French,Male
684,1,18,8,6.97,126,9.27,78.46,10.5,36,Thai,Male
685,1,17,1,19.18,117,13.37,79.84,13.0,51,Spanish,Male
686,1,12,3,0.0,122,0.0,75.76,20.33,16,Thai,Female
687,1,7,4,0.0,144,0.0,71.66,24.0,31,Thai,Female
688,1,10,7,0.0,107,0.0,85.68,8.23,76,Thai,Female
689,2,6,4,0.0,79,0.0,81.58,6.08,28,Indian,Female
690,0,8,9,14.23,139,7.86,63.24,17.38,5,Spanish,Male
691,0,9,5,0.0,112,0.0,84.63,10.18,5,American,Male
692,0,14,4,15.28,172,7.01,75.42,12.29,71,Greek,Female
693,1,10,4,0.0,158,0.0,85.32,10.53,49,Italian,Male
694,0,14,4,0.0,71,0.0,73.11,10.14,34,Japanese,Female
695,0,10,10,0.0,62,0.0,69.6,4.77,58,Spanish,Female
696,2,5,4,10.52,121,12.73,64.37,13.44,88,Greek,Female
697,2,7,1,0.0,79,0.0,66.78,15.8,48,French,Male
698,2,7,1,0.0,126,0.0,82.49,8.4,39,Indian,Female
699,0,18,10,0.0,101,0.0,62.11,16.83,99,Greek,Male
700,2,5,2,0.0,152,0.0,65.68,21.71,60,Thai,Male
701,1,5,7,0.0,126,0.0,67.89,12.6,42,Greek,Male
702,1,11,2,0.0,140,0.0,70.99,28.0,85,French,Female
703,2,18,8,0.0,163,0.0,74.31,18.11,78,Spanish,Male
704,2,11,10,0.0,76,0.0,72.91,6.91,70,Thai,Female
705,1,20,8,0.0,67,0.0,74.47,13.4,22,French,Female
706,0,6,8,0.0,64,0.0,73.31,6.4,52,Mexican,Male
707,2,18,1,0.0,95,0.0,67.7,8.64,36,Thai,Female
708,1,9,10,0.0,143,0.0,78.63,15.89,3,Indian,Female
709,2,7,4,10.95,92,9.76,89.46,9.2,50,Indian,Male
710,0,14,7,11.51,129,10.32,88.33,11.73,30,Spanish,Male
711,1,6,2,2.09,151,9.87,63.02,16.78,90,Thai,Female
712,0,20,2,0.0,119,0.0,74.38,23.8,79,Chinese,Male
713,2,14,5,7.78,89,12.59,88.13,5.93,70,Chinese,Male
714,2,8,8,0.0,104,0.0,64.07,7.43,34,Mexican,Male
715,1,15,3,0.0,85,0.0,77.9,12.14,50,Thai,Female
716,2,15,1,0.0,88,0.0,80.83,11.0,80,Chinese,Male
717,2,14,4,19.6,87,6.2,60.7,14.5,54,Greek,Female
718,0,5,4,0.0,146,0.0,84.67,20.86,3,Italian,Female
719,0,16,2,0.0,169,0.0,75.06,24.14,16,Spanish,Female
720,2,10,9,0.0,79,0.0,63.68,6.08,85,Mexican,Female
721,0,6,4,5.7,149,6.46,83.05,18.62,91,Italian,Male
722,1,19,6,0.0,60,0.0,62.59,5.0,54,French,Female
723,1,15,5,8.81,147,7.87,87.32,9.8,26,Greek,Male
724,0,12,7,1.38,115,11.74,75.35,12.78,59,French,Female
725,0,16,6,4.28,84,11.32,84.5,9.33,68,Spanish,Male
726,2,12,3,0.0,67,0.0,60.58,9.57,38,Italian,Male
727,0,5,9,0.0,126,0.0,60.73,9.0,21,Thai,Male
728,0,10,9,0.0,168,0.0,89.85,21.0,99,Chinese,Female
729,2,11,5,0.0,152,0.0,69.68,16.89,95,Thai,Male
730,1,19,8,0.0,176,0.0,73.61,22.0,16,Thai,Female
731,2,18,7,13.17,90,6.36,87.89,15.0,97,French,Female
732,0,5,3,0.0,142,0.0,66.96,17.75,23,Thai,Female
733,0,6,2,3.57,68,6.11,66.17,4.53,20,Greek,Female
734,2,9,2,0.0,127,0.0,65.17,9.77,52,Spanish,Female
735,2,17,7,0.0,77,0.0,82.51,11.0,46,Greek,Male
736,0,5,10,0.0,92,0.0,87.66,11.5,48,Chinese,Female
737,1,6,6,15.87,126,10.82,63.74,12.6,1,Japanese,Female
738,1,20,8,0.0,139,0.0,79.43,17.38,56,Chinese,Male
739,1,12,6,0.0,138,0.0,67.67,12.55,94,Greek,Male
740,2,17,2,5.49,157,9.8,71.9,12.08,11,Thai,Female
741,1,5,6,0.0,97,0.0,60.66,16.17,4,American,Male
742,2,9,7,15.46,90,7.03,82.01,7.5,91,Mexican,Male
743,1,6,1,0.0,146,0.0,65.46,10.43,43,Mexican,Female
744,1,5,7,0.0,158,0.0,72.73,26.33,42,Mexican,Female
745,0,14,6,0.0,167,0.0,68.44,13.92,77,Greek,Male
746,1,10,9,0.0,138,0.0,76.82,19.71,28,Mexican,Female
747,2,7,6,0.0,164,0.0,78.41,10.93,16,Indian,Female
748,2,10,6,6.57,120,11.75,71.31,10.91,78,Thai,Male
749,1,9,8,0.0,70,0.0,60.42,4.67,59,French,Female
750,1,19,6,0.0,139,0.0,60.77,27.8,26,American,Female
751,0,19,5,0.0,78,0.0,60.06,15.6,39,Chinese,Male
752,1,15,4,2.49,158,8.58,68.35,14.36,61,Indian,Female
753,1,11,5,0.0,132,0.0,69.22,10.15,63,Chinese,Male
754,0,13,5,15.09,164,6.92,71.47,20.5,39,Greek,Male
755,0,8,7,0.0,174,0.0,83.39,21.75,53,Greek,Male
756,1,7,6,14.8,103,12.21,68.84,20.6,77,Thai,Male
757,2,5,1,0.0,136,0.0,89.79,17.0,90,Thai,Female
758,1,6,10,19.7,156,10.1,86.55,31.2,64,Mexican,Male
759,1,12,2,0.0,84,0.0,88.89,7.64,20,Spanish,Male
760,0,20,3,0.0,132,0.0,79.03,26.4,43,Greek,Female
761,1,18,2,0.0,60,0.0,67.03,7.5,53,Chinese,Female
762,2,17,7,0.0,85,0.0,78.85,6.54,8,Thai,Female
763,1,15,3,4.36,128,6.46,60.12,16.0,23,Thai,Male
764,1,9,6,3.78,79,7.45,63.68,7.18,71,French,Male
765,0,7,8,0.0,103,0.0,68.52,8.58,8,Indian,Male
766,2,6,8,0.0,72,0.0,86.46,12.0,85,Italian,Male
767,2,7,9,0.0,167,0.0,60.87,13.92,63,Italian,Female
768,0,11,4,11.97,73,12.01,79.03,5.62,50,Greek,Male
769,2,10,2,0.0,174,0.0,75.14,19.33,45,Thai,Male
770,1,18,4,0.0,116,0.0,83.44,14.5,35,Greek,Male
771,2,12,5,19.17,96,12.97,89.82,8.73,66,Indian,Female
772,1,19,2,3.84,143,11.61,69.82,14.3,2,American,Male
773,1,11,10,0.0,132,0.0,82.24,26.4,37,Indian,Female
774,1,10,8,4.34,180,6.73,74.77,18.0,53,French,Male
775,1,12,2,19.54,107,7.03,71.9,17.83,46,Italian,Male
776,2,9,2,1.63,127,10.17,74.43,21.17,26,Spanish,Female
777,1,19,6,0.0,125,0.0,67.95,17.86,92,American,Female
778,2,15,8,0.0,121,0.0,66.75,15.12,59,Spanish,Male
779,0,7,1,0.0,167,0.0,79.46,15.18,97,Mexican,Female
780,0,9,10,0.0,102,0.0,84.67,9.27,16,Indian,Female
781,0,18,4,0.0,69,0.0,82.11,13.8,45,Mexican,Male
782,2,11,10,0.0,73,0.0,73.88,7.3,40,Spanish,Male
783,0,16,2,0.0,125,0.0,82.97,8.33,14,Thai,Female
784,0,20,7,0.0,170,0.0,75.83,34.0,21,Greek,Male
785,1,13,2,17.12,105,7.15,62.68,11.67,80,Indian,Male
786,2,11,5,0.0,120,0.0,87.11,20.0,28,Indian,Male
787,2,15,9,0.0,170,0.0,87.34,34.0,95,French,Female
788,2,17,5,0.0,162,0.0,67.4,10.8,27,Thai,Female
789,2,16,2,0.0,91,0.0,68.65,8.27,65,Thai,Male
790,0,15,8,0.0,65,0.0,78.93,9.29,1,Thai,Female
791,0,18,10,0.0,143,0.0,61.73,11.92,91,Thai,Female
792,1,5,8,0.0,90,0.0,65.46,15.0,89,Greek,Male
793,0,18,5,12.92,74,12.46,61.09,7.4,97,Italian,Male
